,,,,,,,,,,
,"Baldwin County, AL",1003,2016,2016,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,208563,4.8 (Unreliable),4.5 (Unreliable)
,"Baldwin County, AL",1003,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,12,208563,5.8 (Unreliable),5.9 (Unreliable)
,"Calhoun County, AL",1015,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,114611,9.6 (Unreliable),10.1 (Unreliable)
,"DeKalb County, AL",1049,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,70900,14.1 (Unreliable),16.1 (Unreliable)
,"Etowah County, AL",1055,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,102564,10.7 (Unreliable),10.0 (Unreliable)
,"Jefferson County, AL",1073,2016,2016,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,128,659521,19.4,20.2
,"Jefferson County, AL",1073,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,54,659521,8.2,8.3
,"Madison County, AL",1089,2016,2016,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,15,356967,4.2 (Unreliable),4.3 (Unreliable)
,"Madison County, AL",1089,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,41,356967,11.5,11.4
,"Marshall County, AL",1095,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,95157,11.6 (Unreliable),11.7 (Unreliable)
,"Mobile County, AL",1097,2016,2016,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,24,414836,5.8,5.5
,"Mobile County, AL",1097,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,26,414836,6.3,6.5
,"Montgomery County, AL",1101,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,11,226349,4.9 (Unreliable),4.7 (Unreliable)
,"St. Clair County, AL",1115,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,15,88019,17.0 (Unreliable),18.0 (Unreliable)
,"Shelby County, AL",1117,2016,2016,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,16,210622,7.6 (Unreliable),8.2 (Unreliable)
,"Shelby County, AL",1117,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,26,210622,12.3,13.1
,"Tuscaloosa County, AL",1125,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,22,206102,10.7,12.1
,"Anchorage Borough, AK",2020,2016,2016,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,11,298192,3.7 (Unreliable),3.3 (Unreliable)
,"Anchorage Borough, AK",2020,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,25,298192,8.4,8.3
,"Cochise County, AZ",4003,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,125770,8.0 (Unreliable),9.5 (Unreliable)
,"Gila County, AZ",4007,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,10,53556,18.7 (Unreliable),22.4 (Unreliable)
,"Maricopa County, AZ",4013,2016,2016,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,162,4242997,3.8,3.8
,"Maricopa County, AZ",4013,2016,2016,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,173,4242997,4.1,4.1
,"Maricopa County, AZ",4013,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,329,4242997,7.8,7.7
,"Maricopa County, AZ",4013,2016,2016,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,11,4242997,0.3 (Unreliable),0.3 (Unreliable)
,"Maricopa County, AZ",4013,2016,2016,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,64,4242997,1.5,1.4
,"Maricopa County, AZ",4013,2016,2016,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,16,4242997,0.4 (Unreliable),0.4 (Unreliable)
,"Maricopa County, AZ",4013,2016,2016,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,26,4242997,0.6,0.6
,"Mohave County, AZ",4015,2016,2016,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,12,205249,5.8 (Unreliable),7.0 (Unreliable)
,"Mohave County, AZ",4015,2016,2016,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,12,205249,5.8 (Unreliable),7.6 (Unreliable)
,"Mohave County, AZ",4015,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,17,205249,8.3 (Unreliable),9.8 (Unreliable)
,"Navajo County, AZ",4017,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,13,110026,11.8 (Unreliable),13.0 (Unreliable)
,"Pima County, AZ",4019,2016,2016,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,41,1016206,4,4.5
,"Pima County, AZ",4019,2016,2016,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,92,1016206,9.1,9.6
,"Pima County, AZ",4019,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,76,1016206,7.5,8
,"Pima County, AZ",4019,2016,2016,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,11,1016206,1.1 (Unreliable),1.0 (Unreliable)
,"Pinal County, AZ",4021,2016,2016,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,13,418540,3.1 (Unreliable),3.3 (Unreliable)
,"Pinal County, AZ",4021,2016,2016,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,21,418540,5,5.9
,"Pinal County, AZ",4021,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14,418540,3.3 (Unreliable),3.4 (Unreliable)
,"Yavapai County, AZ",4025,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,28,225562,12.4,13.7
,"Yavapai County, AZ",4025,2016,2016,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,10,225562,4.4 (Unreliable),4.6 (Unreliable)
,"Yuma County, AZ",4027,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,32,205631,15.6,17.4
,"Benton County, AR",5007,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,21,258291,8.1,8.1
,"Garland County, AR",5051,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14,97477,14.4 (Unreliable),15.2 (Unreliable)
,"Pulaski County, AR",5119,2016,2016,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,393250,2.5 (Unreliable),2.5 (Unreliable)
,"Pulaski County, AR",5119,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,23,393250,5.8,5.9
,"Sebastian County, AR",5131,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,14,127793,11.0 (Unreliable),11.1 (Unreliable)
,"Alameda County, CA",6001,2016,2016,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,19,1647704,1.2 (Unreliable),1.0 (Unreliable)
,"Alameda County, CA",6001,2016,2016,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,38,1647704,2.3,2.1
,"Alameda County, CA",6001,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,77,1647704,4.7,4.3
,"Alameda County, CA",6001,2016,2016,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,19,1647704,1.2 (Unreliable),1.0 (Unreliable)
,"Butte County, CA",6007,2016,2016,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,14,226864,6.2 (Unreliable),6.1 (Unreliable)
,"Butte County, CA",6007,2016,2016,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,14,226864,6.2 (Unreliable),5.5 (Unreliable)
,"Butte County, CA",6007,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,42,226864,18.5,17.4
,"Contra Costa County, CA",6013,2016,2016,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,27,1135127,2.4,2.3
,"Contra Costa County, CA",6013,2016,2016,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,26,1135127,2.3,2.2
,"Contra Costa County, CA",6013,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,51,1135127,4.5,4.3
,"Contra Costa County, CA",6013,2016,2016,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,12,1135127,1.1 (Unreliable),0.9 (Unreliable)
,"El Dorado County, CA",6017,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,28,185625,15.1,16.7
,"Fresno County, CA",6019,2016,2016,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,55,979915,5.6,5.9
,"Fresno County, CA",6019,2016,2016,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,22,979915,2.2,2.3
,"Fresno County, CA",6019,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,49,979915,5,5.1
,"Humboldt County, CA",6023,2016,2016,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,10,136646,7.3 (Unreliable),7.6 (Unreliable)
,"Humboldt County, CA",6023,2016,2016,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,17,136646,12.4 (Unreliable),11.1 (Unreliable)
,"Humboldt County, CA",6023,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,17,136646,12.4 (Unreliable),11.9 (Unreliable)
,"Imperial County, CA",6025,2016,2016,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,10,180883,5.5 (Unreliable),6.3 (Unreliable)
,"Imperial County, CA",6025,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,23,180883,12.7,14.3
,"Kern County, CA",6029,2016,2016,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,93,884788,10.5,11.1
,"Kern County, CA",6029,2016,2016,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,23,884788,2.6,2.5
,"Kern County, CA",6029,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,73,884788,8.3,8.6
,"Los Angeles County, CA",6037,2016,2016,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,191,10137915,1.9,1.8
,"Los Angeles County, CA",6037,2016,2016,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,215,10137915,2.1,2
,"Los Angeles County, CA",6037,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,318,10137915,3.1,3
,"Los Angeles County, CA",6037,2016,2016,"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X61,19,10137915,0.2 (Unreliable),0.2 (Unreliable)
,"Los Angeles County, CA",6037,2016,2016,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X62,14,10137915,0.1 (Unreliable),0.1 (Unreliable)
,"Los Angeles County, CA",6037,2016,2016,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,48,10137915,0.5,0.4
,"Marin County, CA",6041,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,16,260651,6.1 (Unreliable),6.4 (Unreliable)
,"Merced County, CA",6047,2016,2016,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,11,268672,4.1 (Unreliable),4.4 (Unreliable)
,"Merced County, CA",6047,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,17,268672,6.3 (Unreliable),6.9 (Unreliable)
,"Monterey County, CA",6053,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,26,435232,6,5.8
,"Orange County, CA",6059,2016,2016,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,69,3172532,2.2,2
,"Orange County, CA",6059,2016,2016,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,63,3172532,2,1.9
,"Orange County, CA",6059,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,208,3172532,6.6,6.2
,"Orange County, CA",6059,2016,2016,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,50,3172532,1.6,1.4
,"Orange County, CA",6059,2016,2016,"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent",Y14,10,3172532,0.3 (Unreliable),0.3 (Unreliable)
,"Placer County, CA",6061,2016,2016,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,10,380531,2.6 (Unreliable),2.7 (Unreliable)
,"Placer County, CA",6061,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,16,380531,4.2 (Unreliable),3.4 (Unreliable)
,"Riverside County, CA",6065,2016,2016,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,115,2387741,4.8,4.6
,"Riverside County, CA",6065,2016,2016,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,75,2387741,3.1,3
,"Riverside County, CA",6065,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,105,2387741,4.4,4.4
,"Riverside County, CA",6065,2016,2016,"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X62,13,2387741,0.5 (Unreliable),0.5 (Unreliable)
,"Riverside County, CA",6065,2016,2016,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,30,2387741,1.3,1.2
,"Sacramento County, CA",6067,2016,2016,"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified",X41,44,1514460,2.9,2.6
,"Sacramento County, CA",6067,2016,2016,"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified",X42,31,1514460,2,1.9
,"Sacramento County, CA",6067,2016,2016,"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X44,95,1514460,6.3,5.9
,"Sacramento County, CA",6067,2016,2016,"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",X64,23,1514460,1.5,1.4
,"Sacramento County, CA",6067,2016,2016,"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent",Y12,10,1514460,0.7 (Unreliable),0.6 (Unreliable)
